"";"location_adress";"year";"day";"date_from_to";"weeknr";"time_from";"time_to";"event_naam";"location";"openbareruimtenaam";"rdx";"rdy";"lon.x";"lat.x";"nday";"location_ch";"lon.y";"lat.y"
"1869";"korte minrebroederstraat,utrecht";2011;"donderdag";"04-08-2011";"31";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1870";"korte minrebroederstraat,utrecht";2011;"donderdag";"19-05-2011";"20";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1871";"korte minrebroederstraat,utrecht";2012;"zaterdag";"12/05/2012";"19";"12:00";"19:50";"promotie de Utrechtse Popprijs";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1872";"korte minrebroederstraat,utrecht";2011;"donderdag";"11-08-2011";"32";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1873";"korte minrebroederstraat,utrecht";2014;"vrijdag";"25-04-2014 t/m 26-04-2014";"17";"18:00                     11:00";"01:00                          18:00 ";"Evenementenplein Korte Minrebroederstraat";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1874";"korte minrebroederstraat,utrecht";2014;"donderdag";"15-05-2014";"20";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1875";"korte minrebroederstraat,utrecht";2016;"zondag";"05/06/2016";"22";"11:00";"18:00";"De Streekmarkt";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1876";"korte minrebroederstraat,utrecht";2011;"maandag";"01-08-2011 t/m 31-08-2011";"31";"";"";"Objectvergunning Utrecht summer school";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"maandag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1877";"korte minrebroederstraat,utrecht";2012;"donderdag";"19/07/2012";"19";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1878";"korte minrebroederstraat,utrecht";2011;"donderdag";"28-07-2011";"30";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1879";"korte minrebroederstraat,utrecht";2014;"donderdag";"24/04/2014";"17";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1880";"korte minrebroederstraat,utrecht";2011;"donderdag";"14-07-2011";"28";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1881";"korte minrebroederstraat,utrecht";2014;"donderdag";"22/05/2014";"21";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1882";"korte minrebroederstraat,utrecht";2016;"donderdag";"02-06-2016";"22";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1883";"korte minrebroederstraat,utrecht";2013;"zondag";"03-02-2013";"9";"12:00";"18:00";"Culturele Zondag Kijken, Kijken, Kopen";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1884";"korte minrebroederstraat,utrecht";2012;"zondag";"29-04-2012 t/m 30-04-2012";"17";"18:00 11:00";"01:00 18:00";"Evenementenplein Korte Minrebroederstraat";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1885";"korte minrebroederstraat,utrecht";2012;"donderdagavonden ";"26-04-2012 t/m 27-09-2012";"17";"";"";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;NA;"Korte Minrebroederstraat";5,1201862;52,0919741
"1886";"korte minrebroederstraat,utrecht";2012;"donderdag";"17/05/2012";"20";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1887";"korte minrebroederstraat,utrecht";2014;"zondag";"30-05-2014 t/m 01-06-2014";"22";"11:00";"23:00";"Stadsdag";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1888";"korte minrebroederstraat,utrecht";2016;"donderdag";"23-06-2016";"25";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1889";"korte minrebroederstraat,utrecht";2014;"donderdag";"29/05/2014";"22";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1890";"korte minrebroederstraat,utrecht";2011;"donderdag";"26-05-2011";"21";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1891";"korte minrebroederstraat,utrecht";2015;"zaterdag";"26-09-2015";"39";"13:00";"17:00";"Hier en Daar";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1892";"korte minrebroederstraat,utrecht";2011;"donderdag";"18-08-2011";"33";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1893";"korte minrebroederstraat,utrecht";2014;"donderdag";"05/06/2014";"23";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1894";"korte minrebroederstraat,utrecht";2015;"maandag";"10-08-2015 t/m 14-08-2015";"33";"11:00";"23:00";"UIT";"Korte minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"maandag";"Korte minrebroederstraat";5,1201862;52,0919741
"1895";"korte minrebroederstraat,utrecht";2014;"vrijdag";"13/06/2014";"24";"20:00";"22:00";"WK Schermen De Zaak";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1896";"korte minrebroederstraat,utrecht";2016;"donderdag";"30-06-2016";"26";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1897";"korte minrebroederstraat,utrecht";2014;"zaterdag";"14-06-2014";"24";"08:00";"18:00";"Pop in the city";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1898";"korte minrebroederstraat,utrecht";2013;"vrijdag";"13-04-2013 t/m 14-04-2013";"15";"11:00    13:00";"01:00    19:00";"CZ Utrecht Danst";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1899";"korte minrebroederstraat,utrecht";2012;"donderdag";"24/05/2012";"21";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1900";"korte minrebroederstraat,utrecht";2016;"vrijdag";"01-07-2016 t/m 02-07-2016";"26";"17:00";"23:00";"Festival du Vélo";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1901";"korte minrebroederstraat,utrecht";2012;"zaterdag";"26/05/2012";"21";"12:00";"23:00";"Nacht van de fooi ";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1902";"korte minrebroederstraat,utrecht";2012;"maandag";"10-10-2012";"41";"09:00";"20:00";"VIP Bus";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"maandag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1903";"korte minrebroederstraat,utrecht";2011;"zondag";"29-05-2011";"21";"12:00";"23:00";"Culturele zondag Dansend utrecht";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1904";"korte minrebroederstraat,utrecht";2016;"zaterdag";"28/05/2016";"21";"14:00";"17:00";"Tutti 2016 Nederlands Rozekorenfestival";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1905";"korte minrebroederstraat,utrecht";2011;"vrijdag";"13-05-2011 20-05-2011";"19";"";"";"Objectvergunning evenementenstad";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1906";"korte minrebroederstraat,utrecht";2016;"zaterdag";"28/05/2016";"21";"09:00";"00:00";"De Nacht van de Fooi";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1907";"korte minrebroederstraat,utrecht";2014;"donderdag";"12-06-2014";"24";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1908";"korte minrebroederstraat,utrecht";2012;"zondag";"";"22";"13:00";"19:30";"Objecten Culturele Zondag Utrecht Danst!";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1909";"korte minrebroederstraat,utrecht";2011;"donderdag";"16-06-2011";"24";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1910";"korte minrebroederstraat,utrecht";2014;"donderdag";"19/06/2014";"25";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1911";"korte minrebroederstraat,utrecht";2013;"woensdag";"15-05-2013";"20";"17:00";"18:00";"Onthullinsevenement UCK";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"woensdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1912";"korte minrebroederstraat,utrecht";2012;"donderdag";"13/09/2012";"37";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1913";"korte minrebroederstraat,utrecht";2013;"donderdag";"16-05-2016";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1914";"korte minrebroederstraat,utrecht";2011;"donderdag";"28-04-2011";"17";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1915";"korte minrebroederstraat,utrecht";2016;"donderdag";"18-08-2016";"33";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1916";"korte minrebroederstraat,utrecht";2013;"donderdag";"12-09-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1917";"korte minrebroederstraat,utrecht";2014;"zondag";"07/09/2014";"36";"12:00";"23:00";"CZ Uitfeest ";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1918";"korte minrebroederstraat,utrecht";2014;"donderdag";"04/09/2014";"36";"20:30";"";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1919";"korte minrebroederstraat,utrecht";2011;"vrijdag";"29-04-2011 t/m 30-04-2011";"17";"18:00 16:00";"01:00 18:00";"Evenementenplein Korte Minrebroederstraat";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"vrijdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1920";"korte minrebroederstraat,utrecht";2014;"woensdag";"09-09-2014 t/m 09-10-2014";"37";"09:00";"00:00";"tentoonstelling stichting Lezen &  Schrijven";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"woensdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1921";"korte minrebroederstraat,utrecht";2013;"donderdag";"23-05-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1922";"korte minrebroederstraat,utrecht";2013;"donderdag";"05-09-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1923";"korte minrebroederstraat,utrecht";2013;"zondag";"01-09-2013 t/m 22-09-2013";"35";"";"";"The rise of populism";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1924";"korte minrebroederstraat,utrecht";2016;"zondag";"01-05-2016";"17";"12:00";"19:30";"Culturele Zondag: Bestemming Bereikt";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1925";"korte minrebroederstraat,utrecht";2016;"donderdag";"25-08-2016";"34";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1926";"korte minrebroederstraat,utrecht";2012;"donderdag";"28/06/2012";"26";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1927";"korte minrebroederstraat,utrecht";2011;"donderdag";"02-06-2011";"22";"20:30";"23:00";"Tangofestival Tango Touch";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1928";"korte minrebroederstraat,utrecht";2014;"donderdag";"11/09/2014";"37";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1929";"korte minrebroederstraat,utrecht";2013;"donderdag";"30-05-2013";"22";"20:30";"23:00";"Tango touch Festival";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1930";"korte minrebroederstraat,utrecht";2013;"donderdag";"30-05-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1931";"korte minrebroederstraat,utrecht";2015;"maandag";"01-06-2015 t/m 28-06-2015";"23";"00:00";"";"Buitententoonstelling FOTODOK Scholieren Award";"Korte minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"maandag";"Korte minrebroederstraat";5,1201862;52,0919741
"1932";"korte minrebroederstraat,utrecht";2013;"zondag";"01-09-2013";"35";"11:30";"23:00";" CZ UITfeest";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1933";"korte minrebroederstraat,utrecht";2016;"donderdag";"28-04-20106";"17";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1934";"korte minrebroederstraat,utrecht";2011;"donderdag";"02-06-2011";"22";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1935";"korte minrebroederstraat,utrecht";2016;"zaterdag";"01/10/2016";"39";"12:00";"18:00";"Le Bazarre";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1936";"korte minrebroederstraat,utrecht";2013;"donderdag";"29-08-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1937";"korte minrebroederstraat,utrecht";2015;"zaterdag";"30/05/2015";"22";"12:00";"23:00";"Nacht van de Fooi Utrecht";"Korte minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte minrebroederstraat";5,1201862;52,0919741
"1938";"korte minrebroederstraat,utrecht";2011;"donderdag";"02-06-2011";"22";"12:30";"15:30";"Opening festival kczb 125 jaar";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1939";"korte minrebroederstraat,utrecht";2011;"donderdag";"08-09-2011";"36";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1940";"korte minrebroederstraat,utrecht";2012;"donderdag";"06/09/2012";"36";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1941";"korte minrebroederstraat,utrecht";2013;"zaterdag";"24-08-2013 t/m 25-08-2013";"34";"18:00 13:00 ";"01:00 20:00";"DZK Event";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1942";"korte minrebroederstraat,utrecht";2013;"donderdag";"22-08-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1943";"korte minrebroederstraat,utrecht";2013;"zondag";"02-06-2013";"22";"11:30";"18:00";"Culturele Zondag Vocaal Kabaal";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1944";"korte minrebroederstraat,utrecht";2011;"donderdag";"23-06-2011";"25";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1945";"korte minrebroederstraat,utrecht";2013;"donderdag";"15-08-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1946";"korte minrebroederstraat,utrecht";2015;"donderdag";"21-05-2015 t/m 30-05-2015";"21";"14:00";"00:00";"Springfestival";"Korte minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte minrebroederstraat";5,1201862;52,0919741
"1947";"korte minrebroederstraat,utrecht";2014;"donderdag";"18/09/2014";"38";"20:30";"23:00";"Las Nueve tango open air";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1948";"korte minrebroederstraat,utrecht";2012;"donderdag";"05/07/2012";"27";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1949";"korte minrebroederstraat,utrecht";2011;"donderdag";"21-04-2011";"16";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1950";"korte minrebroederstraat,utrecht";2013;"donderdag";"08-08-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1951";"korte minrebroederstraat,utrecht";2016;"donderdag";"01-09-2016";"35";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1952";"korte minrebroederstraat,utrecht";2012;"zaterdag";"07/07/2012";"27";"12:00";"17/00";"Woordmarkt";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1953";"korte minrebroederstraat,utrecht";2013;"donderdag";"06-06-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1954";"korte minrebroederstraat,utrecht";2011;"donderdag";"15-09-2011";"37";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1955";"korte minrebroederstraat,utrecht";2013;"maandag";"12-08-2013 t/m 15-08-2013";"33";"10:00 10:00 12:00";"23:00 20:00 23:00";"UIT Stadsintroductie";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"maandag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1956";"korte minrebroederstraat,utrecht";2016;"dinsdag";"26-04-2016 t/m 27-04-2016";"17";"12:00";"01:00";"Evenementenplein Stadhuisplein";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"dinsdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1957";"korte minrebroederstraat,utrecht";2016;"dinsdag";"26-04-2016 t/m 27-04-2016";"17";"12:00";"01:00";"Evenementenplein Korte Minrebroederstraat";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"dinsdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1958";"korte minrebroederstraat,utrecht";2011;"donderdag";"09-06-2011";"23";"12:00";"15:00";"Introductie electrische fiets";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1959";"korte minrebroederstraat,utrecht";2011;"donderdag";"09-06-2011";"23";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1960";"korte minrebroederstraat,utrecht";2012;"donderdag";"03/05/2012";"18";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1961";"korte minrebroederstraat,utrecht";2013;"donderdag";"01-08-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1962";"korte minrebroederstraat,utrecht";2012;"zondag";"02/09/2012";"35";"";"";"Culturele Zondag Uitfeest";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zondag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1963";"korte minrebroederstraat,utrecht";2013;"donderdag";"25-07-2013";"";"20:30";"23:00";"Las Nueve Open Air Tango";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"donderdag";"Korte Minrebroederstraat";5,1201862;52,0919741
"1964";"korte minrebroederstraat,utrecht";2011;"zaterdag";"17-09-2011";"37";"13:00";"18:00";"Xchanging Playgrounds around the sea";"Korte Minrebroederstraat";"Korte Minrebroederstraat";136709;456003;5,120304;52,091983;"zaterdag";"Korte Minrebroederstraat";5,1201862;52,0919741
